"","Protein","RUN","LogIntensities","NumFeature","NumPeaks"
"592","NP_036745","4",12.8370596815575,12,12
"593","NP_036745","5",14.1181292800187,12,12
"594","NP_036745","6",14.8312480984983,12,12
"595","NP_036745","7",13.4489162994492,12,12
"596","NP_036745","8",14.0856553755345,12,12
"597","NP_036745","9",15.0740767290971,12,12
"598","NP_036745","10",14.876154207275,12,12
"599","NP_036745","11",15.3440804784755,12,12
"600","NP_036745","12",16.3613498984087,12,12
"601","NP_036745","13",15.0627709032664,12,12
"602","NP_036745","14",15.4167235963603,12,12
"603","NP_036745","15",16.5341191948182,12,12
"604","NP_036745","16",13.6462168118728,12,12
"605","NP_036745","17",14.6136486219869,12,12
"606","NP_036745","18",15.4571183374501,12,12
"607","NP_036745","19",14.7492676626057,12,12
"608","NP_036745","20",14.8195927041553,12,12
"609","NP_036745","21",15.9990240990528,12,12
"610","NP_036745","22",12.6413221407518,12,12
"611","NP_036745","23",13.6640476218911,12,12
"612","NP_036745","24",14.6109370328614,12,12
"613","NP_036745","25",12.3831885299619,12,12
"614","NP_036745","26",13.5730741306869,12,12
"615","NP_036745","27",13.5710439486906,12,12
"616","NP_036745","28",13.4286865204292,12,12
"617","NP_036745","29",14.5076152517786,12,12
"618","NP_036745","30",14.9608080361341,12,12
"619","NP_036745","31",13.2277803215498,12,12
"620","NP_036745","32",14.6506001230587,12,12
"621","NP_036745","33",15.4464933648131,12,12
"622","NP_036745","34",14.2743935793982,12,12
"623","NP_036745","35",14.5609006357538,12,12
"624","NP_036745","36",15.2772065106731,12,12
"625","NP_036745","37",13.516366064505,12,12
"626","NP_036745","38",14.2383403177592,12,12
"627","NP_036745","39",15.5212745934705,12,12
"628","NP_036745","40",13.8585656282472,12,12
"629","NP_036745","41",14.2203450983253,12,12
"630","NP_036745","42",15.8599216664496,12,12
"631","NP_036774","1",10.9555207306206,11,11
"632","NP_036774","2",11.9805539019262,11,11
"633","NP_036774","3",12.4210424262953,11,11
"634","NP_036774","4",12.8214616460555,11,11
"635","NP_036774","5",14.1076457129302,11,11
"636","NP_036774","6",14.710492607844,11,11
"637","NP_036774","7",13.4081209690374,11,11
"638","NP_036774","8",14.3009230765727,11,11
"639","NP_036774","9",14.7774537068332,11,11
"640","NP_036774","10",12.9651418508048,11,11
"641","NP_036774","11",13.2809153193952,11,11
"642","NP_036774","12",14.1049782290853,11,11
"643","NP_036774","13",10.9985230780406,11,11
"644","NP_036774","14",12.4488017144194,11,11
"645","NP_036774","15",12.8109305949395,11,11
"646","NP_036774","16",12.9886256640025,11,11
"647","NP_036774","17",13.6340780352238,11,11
"648","NP_036774","18",13.8620560990784,11,11
"649","NP_036774","19",12.1572939112758,11,11
"650","NP_036774","20",12.4122470523703,11,11
"651","NP_036774","21",13.3941200416112,11,11
"652","NP_036774","22",13.2243481674167,11,11
"653","NP_036774","23",14.2935800606326,11,11
"654","NP_036774","24",14.9218792889599,11,11
"655","NP_036774","25",13.3639499039914,11,11
"656","NP_036774","26",13.711894445465,11,11
"657","NP_036774","27",15.193575995617,11,11
"658","NP_036774","28",13.9522304686874,11,11
"659","NP_036774","29",15.0385495038507,11,11
"660","NP_036774","30",15.184327438888,11,11
"661","NP_036774","31",14.2661370303722,11,11
"662","NP_036774","32",14.9957551511773,11,11
"663","NP_036774","33",15.9345554557306,11,11
"664","NP_036774","34",14.982831378,11,11
"665","NP_036774","35",15.3542027178033,11,11
"666","NP_036774","36",15.5854836961647,11,11
"667","NP_036774","37",15.0089399258742,11,11
"668","NP_036774","38",15.336485141436,11,11
"669","NP_036774","39",16.3779536362771,11,11
"670","NP_036774","40",13.8120637757006,11,11
"671","NP_036774","41",14.5288800056381,11,11
"672","NP_036774","42",15.7649347106012,11,11
"673","NP_036789","1",15.2720726821194,17,11
"674","NP_036789","2",16.4588412045158,17,17
"675","NP_036789","3",17.5509083790091,17,11
"676","NP_036789","4",16.250501419638,17,11
"677","NP_036789","5",17.7543108740605,17,17
"678","NP_036789","6",18.4469702104923,17,17
"679","NP_036789","7",17.6661317778765,17,17
"680","NP_036789","8",18.4174964554907,17,17
"681","NP_036789","9",19.4273320413691,17,17
"682","NP_036789","10",16.4368381294146,17,17
"683","NP_036789","11",17.167551889054,17,17
"684","NP_036789","12",18.1285685984024,17,17
"685","NP_036789","13",14.7822190831473,17,17
"686","NP_036789","14",15.4231628628788,17,17
"687","NP_036789","15",16.7831838124291,17,17
"688","NP_036789","16",15.7482537390085,17,11
"689","NP_036789","17",16.8726760635304,17,17
"690","NP_036789","18",18.0596185974383,17,17
"691","NP_036789","19",17.5294183030121,17,17
"692","NP_036789","20",17.7481595380807,17,17
"693","NP_036789","21",18.292851358006,17,17
"694","NP_036789","22",17.2137358911676,17,11
"695","NP_036789","23",18.6401371120682,17,17
"696","NP_036789","24",19.4787958571162,17,17
"697","NP_036789","25",16.9588681799,17,17
"698","NP_036789","26",17.8456542079915,17,17
"699","NP_036789","27",18.3984071959899,17,17
"700","NP_036789","28",19.2962388650903,17,17
"701","NP_036789","29",20.3531245471232,17,17
"702","NP_036789","30",20.2869207830339,17,17
"703","NP_036789","31",18.5916151749096,17,17
"704","NP_036789","32",19.1797479698436,17,17
"705","NP_036789","33",20.0714006820512,17,17
"706","NP_036789","34",18.8088402563336,17,17
"707","NP_036789","35",19.3186584154701,17,17
"708","NP_036789","36",19.4866490516475,17,17
"709","NP_036789","37",18.2850292870252,17,17
"710","NP_036789","38",19.1395054622014,17,17
"711","NP_036789","39",19.8451411686403,17,17
"712","NP_036789","40",18.9948704432481,17,17
"713","NP_036789","41",19.7856757105845,17,17
"714","NP_036789","42",20.5939835670252,17,17
"715","NP_036828","1",19.5996984937625,12,12
"716","NP_036828","2",20.7794110367579,12,12
"717","NP_036828","3",21.9705430500866,12,12
"718","NP_036828","4",15.9303265562917,12,12
"719","NP_036828","5",17.0037850324771,12,12
"720","NP_036828","6",18.0192998793643,12,12
"721","NP_036828","7",15.8912145145947,12,12
"722","NP_036828","8",16.6870238248375,12,12
"723","NP_036828","9",17.6483317733764,12,12
"724","NP_036828","10",18.8280621781176,12,12
"725","NP_036828","11",19.4488363580791,12,12
"726","NP_036828","12",20.2192320674801,12,12
"727","NP_036828","13",19.5440185433925,12,12
"728","NP_036828","14",19.7774135241227,12,12
"729","NP_036828","15",20.7989818983135,12,12
"730","NP_036828","16",17.1327778984943,12,12
"731","NP_036828","17",17.9929149321433,12,12
"732","NP_036828","18",18.7632334107354,12,12
"733","NP_036828","19",18.9539503970021,12,12
"734","NP_036828","20",18.9794583685058,12,12
"735","NP_036828","21",20.004023168772,12,12
"736","NP_036828","22",14.1908492769496,12,12
"737","NP_036828","23",15.2991847250781,12,12
"738","NP_036828","24",16.2250577820434,12,12
"739","NP_036828","25",13.2881710387255,12,12
"740","NP_036828","26",14.5094235851635,12,12
"741","NP_036828","27",15.4641708119987,12,12
"742","NP_036828","28",15.2574176818277,12,12
"743","NP_036828","29",16.2226117440323,12,12
"744","NP_036828","30",16.6531303536542,12,12
"745","NP_036828","31",15.2169727926453,12,12
"746","NP_036828","32",16.0907482763392,12,12
"747","NP_036828","33",17.2892199241138,12,12
"748","NP_036828","34",15.426556814664,12,12
"749","NP_036828","35",15.8028125619887,12,12
"750","NP_036828","36",16.5193990082525,12,12
"751","NP_036828","37",14.9565666481311,12,12
"752","NP_036828","38",15.3487810740063,12,12
"753","NP_036828","39",16.4821052899306,12,12
"754","NP_036828","40",15.426259903132,12,12
"755","NP_036828","41",16.0642890291513,12,12
"756","NP_036828","42",16.9899943597876,12,12
"757","NP_036869","1",13.9878248012452,18,18
"758","NP_036869","2",15.3783367037231,18,18
"759","NP_036869","3",16.3571751151361,18,18
"760","NP_036869","4",12.6917989757813,18,18
"761","NP_036869","5",13.9011134734182,18,18
"762","NP_036869","6",14.5537336677665,18,18
"763","NP_036869","7",13.8548184205246,18,18
"764","NP_036869","8",14.6862398279443,18,18
"765","NP_036869","9",15.7722183843772,18,18
"766","NP_036869","10",13.7261633861013,18,18
"767","NP_036869","11",14.491675443921,18,18
"768","NP_036869","12",15.2328457147395,18,18
"769","NP_036869","13",13.8920709524418,18,18
"770","NP_036869","14",14.5169522863682,18,18
"771","NP_036869","15",15.4340532058115,18,18
"772","NP_036869","16",12.9616932279627,18,18
"773","NP_036869","17",13.8173913439866,18,18
"774","NP_036869","18",14.8358333353801,18,18
"775","NP_036869","19",13.9920745645725,18,18
"776","NP_036869","20",14.1695055048924,18,18
"777","NP_036869","21",15.3374298963901,18,18
"778","NP_036869","22",13.5448765884017,18,18
"779","NP_036869","23",14.6235226829886,18,18
"780","NP_036869","24",15.4587853592909,18,18
"781","NP_036869","25",12.6805635473416,18,18
"782","NP_036869","26",13.6826829482257,18,18
"783","NP_036869","27",14.6016605236102,18,18
"784","NP_036869","28",15.3422133479536,18,18
"785","NP_036869","29",16.5008725436467,18,18
"786","NP_036869","30",17.1092836273243,18,18
"787","NP_036869","31",15.000782364881,18,18
"788","NP_036869","32",15.9574829477604,18,18
"789","NP_036869","33",16.8847258670862,18,18
"790","NP_036869","34",15.2109193499537,18,18
"791","NP_036869","35",15.7300605560666,18,18
"792","NP_036869","36",16.2012800793276,18,18
"793","NP_036869","37",15.1151938183483,18,18
"794","NP_036869","38",15.5582724808628,18,18
"795","NP_036869","39",16.769193197965,18,18
"796","NP_036869","40",15.2024429649219,18,18
"797","NP_036869","41",15.9186968815659,18,18
"798","NP_036869","42",17.1904749372004,18,18
"799","NP_036870","1",15.5189787638602,14,14
"800","NP_036870","2",16.7798811009348,14,14
"801","NP_036870","3",17.9581568297401,14,14
"802","NP_036870","4",16.6674510930046,14,14
"803","NP_036870","5",17.8494506466607,14,14
"804","NP_036870","6",15.6174235997186,14,7
"805","NP_036870","7",17.5919384734225,14,14
"806","NP_036870","8",18.0323324341838,14,7
"807","NP_036870","9",19.3464908019853,14,14
"808","NP_036870","10",17.3282633614482,14,14
"809","NP_036870","11",17.9172819534516,14,14
"810","NP_036870","12",18.7373867435738,14,14
"811","NP_036870","13",16.4222800722017,14,14
"812","NP_036870","14",16.8950383271729,14,14
"813","NP_036870","15",17.8848433442263,14,14
"814","NP_036870","16",17.442667080404,14,14
"815","NP_036870","17",18.2758389190459,14,14
"816","NP_036870","18",19.050871032205,14,14
"817","NP_036870","19",16.6811338388272,14,14
"818","NP_036870","20",16.5690634995868,14,14
"819","NP_036870","21",17.9537712034495,14,7
"820","NP_036870","22",15.1197791054788,14,14
"821","NP_036870","23",15.2274795560585,14,7
"822","NP_036870","24",17.0455617331937,14,14
"823","NP_036870","25",15.3930178204264,14,14
"824","NP_036870","26",16.9184445535527,14,7
"825","NP_036870","27",17.1923830955265,14,14
"826","NP_036870","28",16.789401967227,14,14
"827","NP_036870","29",17.8594894349436,14,7
"828","NP_036870","30",18.3885662378469,14,14
"829","NP_036870","31",17.0237820117295,14,7
"830","NP_036870","32",15.0267265343525,14,7
"831","NP_036870","33",18.3288531034355,14,14
"832","NP_036870","34",16.343234626825,14,14
"833","NP_036870","35",16.6953413957658,14,14
"834","NP_036870","36",17.4984877279008,14,14
"835","NP_036870","37",16.7477899512233,14,14
"836","NP_036870","38",17.1512102184402,14,14
"837","NP_036870","39",18.2863650595517,14,14
"838","NP_036870","40",16.6061813783147,14,14
"839","NP_036870","41",16.4391633251269,14,14
"840","NP_036870","42",15.164417755045,14,7
"841","NP_037001","1",11.5713162771691,11,11
"842","NP_037001","2",12.8817152733356,11,11
"843","NP_037001","3",14.0798633009759,11,11
"844","NP_037001","4",11.1703918302517,11,11
"845","NP_037001","5",12.6956698464956,11,11
"846","NP_037001","6",13.3479621780362,11,11
"847","NP_037001","7",12.4328113878521,11,11
"848","NP_037001","8",13.1958705169631,11,11
"849","NP_037001","9",13.8534028179865,11,11
"850","NP_037001","10",12.2748131293767,11,11
"851","NP_037001","11",13.3180253629316,11,11
"852","NP_037001","12",14.00776529216,11,11
"853","NP_037001","13",12.5860561550979,11,6
"854","NP_037001","14",12.5281710334475,11,11
"855","NP_037001","15",13.5107093553358,11,11
"856","NP_037001","16",11.624521693174,11,11
"857","NP_037001","17",11.5877631111433,11,11
"858","NP_037001","18",13.0586048754974,11,11
"859","NP_037001","19",12.5773386449974,11,11
"860","NP_037001","20",12.481903235971,11,11
"861","NP_037001","21",11.8376533413485,11,11
"862","NP_037001","22",11.8728324257207,11,11
"863","NP_037001","23",12.8263956607529,11,11
"864","NP_037001","24",13.8281400335466,11,11
"865","NP_037001","25",11.2478136122856,11,11
"866","NP_037001","26",11.8011040453724,11,11
"867","NP_037001","27",13.0122190886819,11,11
"868","NP_037001","28",12.9177123193783,11,11
"869","NP_037001","29",13.6354965260709,11,11
"870","NP_037001","30",14.4262686042443,11,11
"871","NP_037001","31",12.9216302604085,11,11
"872","NP_037001","32",13.595504327765,11,11
"873","NP_037001","33",14.3502023127487,11,11
"874","NP_037001","34",13.0383766022024,11,11
"875","NP_037001","35",13.6573746156178,11,11
"876","NP_037001","36",14.4262359256758,11,11
"877","NP_037001","37",12.4659925913352,11,6
"878","NP_037001","38",13.7736214600072,11,11
"879","NP_037001","39",14.8409964872236,11,11
"880","NP_037001","40",13.2356141871129,11,11
"881","NP_037001","41",13.9453524608281,11,11
"882","NP_037001","42",14.8123348619157,11,11
"883","NP_037030","1",15.5545378784862,12,12
"884","NP_037030","2",16.49969811492,12,12
"885","NP_037030","3",17.6367940090535,12,12
"886","NP_037030","4",15.1762688079091,12,12
"887","NP_037030","5",16.055741883699,12,12
"888","NP_037030","6",16.9296915077677,12,12
"889","NP_037030","7",16.4142847836293,12,12
"890","NP_037030","8",16.7836801292302,12,12
"891","NP_037030","9",17.725115038451,12,12
"892","NP_037030","10",16.2030945747722,12,12
"893","NP_037030","11",16.772557617856,12,12
"894","NP_037030","12",17.3254160015862,12,12
"895","NP_037030","13",16.0694824277234,12,12
"896","NP_037030","14",16.3888416554041,12,12
"897","NP_037030","15",17.106340455837,12,12
"898","NP_037030","16",15.5526599607563,12,12
"899","NP_037030","17",16.2525767133238,12,12
"900","NP_037030","18",17.0543479192583,12,12
"901","NP_037030","19",16.1880288774285,12,12
"902","NP_037030","20",15.8665221309894,12,12
"903","NP_037030","21",16.7695350989006,12,12
"904","NP_037030","22",15.8345289851437,12,12
"905","NP_037030","23",16.8733145979051,12,12
"906","NP_037030","24",17.6133362033586,12,12
"907","NP_037030","25",15.2432156534683,12,12
"908","NP_037030","26",15.9837999159224,12,12
"909","NP_037030","27",16.8948594863867,12,12
"910","NP_037030","28",17.3872439060828,12,12
"911","NP_037030","29",18.432407588665,12,12
"912","NP_037030","30",19.0239191225285,12,12
"913","NP_037030","31",16.7499893394887,12,12
"914","NP_037030","32",17.463760377377,12,12
"915","NP_037030","33",18.6844109596439,12,12
"916","NP_037030","34",17.1113608504359,12,12
"917","NP_037030","35",17.4370826948866,12,12
"918","NP_037030","36",18.0702065918235,12,12
"919","NP_037030","37",16.8310840216445,12,12
"920","NP_037030","38",17.4421697835183,12,12
"921","NP_037030","39",18.4061421071015,12,12
"922","NP_037030","40",17.1389919051992,12,12
"923","NP_037030","41",17.6612629781521,12,12
"924","NP_037030","42",19.0920181202896,12,12
"925","NP_037244","1",13.3542358528965,12,12
"926","NP_037244","2",14.2513717854361,12,12
"927","NP_037244","3",15.5518363093013,12,12
"928","NP_037244","4",13.045725903472,12,12
"929","NP_037244","5",14.1433953644963,12,12
"930","NP_037244","6",10.2840798938181,12,12
"931","NP_037244","7",13.5835887147266,12,12
"932","NP_037244","8",14.1332855677941,12,6
"933","NP_037244","9",14.9422724737923,12,12
"934","NP_037244","10",14.277723032475,12,12
"935","NP_037244","11",14.5526178691344,12,12
"936","NP_037244","12",15.3199641767965,12,12
"937","NP_037244","13",14.3068549669486,12,12
"938","NP_037244","14",14.4542761586621,12,12
"939","NP_037244","15",15.5329373809981,12,12
"940","NP_037244","16",13.7977361022274,12,12
"941","NP_037244","17",14.4999046953571,12,12
"942","NP_037244","18",15.4839137238236,12,12
"943","NP_037244","19",13.6060522252337,12,12
"944","NP_037244","20",13.7335482799357,12,12
"945","NP_037244","21",13.0996824371456,12,12
"946","NP_037244","22",13.0724790430339,12,12
"947","NP_037244","23",14.3596629358966,12,6
"948","NP_037244","24",13.4540624014628,12,12
"949","NP_037244","25",12.5964494459306,12,12
"950","NP_037244","26",13.5855660341764,12,6
"951","NP_037244","27",14.4487629670548,12,6
"952","NP_037244","28",14.8768977333897,12,12
"953","NP_037244","29",15.3523255852273,12,6
"954","NP_037244","30",16.3483237375042,12,12
"955","NP_037244","31",13.0224005255409,12,12
"956","NP_037244","32",15.4754638866536,12,6
"957","NP_037244","33",16.0521762802654,12,6
"958","NP_037244","34",14.5825211831693,12,12
"959","NP_037244","35",15.432208145394,12,6
"960","NP_037244","36",15.5354122288131,12,12
"961","NP_037244","37",12.6052354676024,12,12
"962","NP_037244","38",15.1843309225807,12,6
"963","NP_037244","39",16.0449692718082,12,6
"964","NP_037244","40",14.2169253030439,12,12
"965","NP_037244","41",15.0040571176084,12,6
"966","NP_037244","42",16.1260559360517,12,6
"967","NP_058690","1",12.3152105862334,12,12
"968","NP_058690","2",13.4496433778891,12,12
"969","NP_058690","3",14.4319849948432,12,12
"970","NP_058690","4",10.3871060162709,12,12
"971","NP_058690","5",11.6348724967317,12,12
"972","NP_058690","6",12.4031586763271,12,12
"973","NP_058690","7",11.7477189053081,12,12
"974","NP_058690","8",12.7654654107896,12,12
"975","NP_058690","9",13.7755408924731,12,12
"976","NP_058690","10",12.2086397625439,12,12
"977","NP_058690","11",11.9994893762445,12,12
"978","NP_058690","12",12.588632902922,12,12
"979","NP_058690","13",11.4565517901043,12,12
"980","NP_058690","14",12.9967560455322,12,12
"981","NP_058690","15",13.616539508089,12,12
"982","NP_058690","16",10.0105722598553,12,12
"983","NP_058690","17",11.0632228372608,12,12
"984","NP_058690","18",13.1460750995858,12,12
"985","NP_058690","19",12.7808109152853,12,12
"986","NP_058690","20",12.402508208132,12,12
"987","NP_058690","21",13.9299268210457,12,12
"988","NP_058690","22",11.1303183859928,12,12
"989","NP_058690","23",12.415960378992,12,12
"990","NP_058690","24",13.1386653527067,12,12
"991","NP_058690","25",10.0509868656674,12,10
"992","NP_058690","26",10.383524900397,12,12
"993","NP_058690","27",10.9214122832272,12,12
"994","NP_058690","28",13.1386187700214,12,12
"995","NP_058690","29",14.3278603973426,12,12
"996","NP_058690","30",15.0544069507641,12,12
"997","NP_058690","31",12.5691457842385,12,12
"998","NP_058690","32",13.765705252437,12,12
"999","NP_058690","33",14.3938383662027,12,12
"1000","NP_058690","34",12.9757354861989,12,12
"1001","NP_058690","35",13.5111812177198,12,12
"1002","NP_058690","36",13.7255942849396,12,12
"1003","NP_058690","37",11.9581588383107,12,12
"1004","NP_058690","38",12.2156771368488,12,12
"1005","NP_058690","39",13.2604213570419,12,12
"1006","NP_058690","40",12.9460171880745,12,12
"1007","NP_058690","41",13.2966139066444,12,12
"1008","NP_058690","42",14.3086459554913,12,12
"1009","NP_058716","1",10.8494950838056,12,12
"1010","NP_058716","2",10.4483508792521,12,12
"1011","NP_058716","3",13.3235621022348,12,12
"1012","NP_058716","4",10.874438641867,12,12
"1013","NP_058716","5",11.2888490728118,12,12
"1014","NP_058716","6",11.6710939147502,12,12
"1015","NP_058716","7",10.5688165069477,12,12
"1016","NP_058716","8",11.2541820308992,12,12
"1017","NP_058716","9",12.9372520175106,12,12
"1018","NP_058716","10",11.0089295520579,12,12
"1019","NP_058716","11",12.0149550696865,12,12
"1020","NP_058716","12",13.353986222957,12,12
"1021","NP_058716","13",10.6945753672769,12,12
"1022","NP_058716","14",11.4200311616751,12,12
"1023","NP_058716","15",13.250488781615,12,12
"1024","NP_058716","16",11.3279167900202,12,12
"1025","NP_058716","17",10.9896618795604,12,12
"1026","NP_058716","18",12.3715378348042,12,12
"1027","NP_058716","19",10.8559600895239,12,12
"1028","NP_058716","20",11.2313917304185,12,12
"1029","NP_058716","21",11.7811592358465,12,12
"1030","NP_058716","22",13.3431765144036,12,12
"1031","NP_058716","23",14.3835731760231,12,12
"1032","NP_058716","24",15.2269022828146,12,12
"1033","NP_058716","25",13.0936423707618,12,12
"1034","NP_058716","26",13.8843690787261,12,12
"1035","NP_058716","27",14.1306564337644,12,12
"1036","NP_058716","28",14.1863572846611,12,12
"1037","NP_058716","29",15.6836668228047,12,12
"1038","NP_058716","30",14.7970862642243,12,12
"1039","NP_058716","31",14.5716972214932,12,12
"1040","NP_058716","32",14.6577484753236,12,12
"1041","NP_058716","33",15.5069112957325,12,12
"1042","NP_058716","34",14.820101518881,12,12
"1043","NP_058716","35",15.4802722633361,12,12
"1044","NP_058716","36",15.4280617272554,12,12
"1045","NP_058716","37",13.8304307291815,12,12
"1046","NP_058716","38",14.7405580739617,12,12
"1047","NP_058716","39",15.8324041107809,12,12
"1048","NP_058716","40",13.857285533969,12,12
"1049","NP_058716","41",14.8483920267828,12,12
"1050","NP_058716","42",16.1542615148855,12,12
"1051","NP_062016","1",14.6812092706157,24,24
"1052","NP_062016","2",16.0575943368347,24,24
"1053","NP_062016","3",17.0373091629635,24,24
"1054","NP_062016","4",13.6066383442209,24,24
"1055","NP_062016","5",14.6705713279953,24,24
"1056","NP_062016","6",15.6294966254733,24,24
"1057","NP_062016","7",14.8476440507247,24,24
"1058","NP_062016","8",15.6080921462303,24,24
"1059","NP_062016","9",16.5692309912722,24,24
"1060","NP_062016","10",15.2333778778017,24,24
"1061","NP_062016","11",15.8113910952055,24,24
"1062","NP_062016","12",16.6413407631567,24,24
"1063","NP_062016","13",14.9521012629196,24,24
"1064","NP_062016","14",15.3462324585301,24,24
"1065","NP_062016","15",16.3636799575368,24,24
"1066","NP_062016","16",13.8010521566129,24,24
"1067","NP_062016","17",14.5717156561337,24,24
"1068","NP_062016","18",15.4197110347281,24,24
"1069","NP_062016","19",15.3513392693633,24,24
"1070","NP_062016","20",15.4130014426751,24,24
"1071","NP_062016","21",16.5377074514989,24,24
"1072","NP_062016","22",13.6879066952967,24,24
"1073","NP_062016","23",14.7456262507455,24,24
"1074","NP_062016","24",15.5554518034267,24,24
"1075","NP_062016","25",13.1116472000127,24,24
"1076","NP_062016","26",14.2030797782164,24,24
"1077","NP_062016","27",14.9704797938496,24,24
"1078","NP_062016","28",15.4295257656683,24,24
"1079","NP_062016","29",16.4480170480895,24,24
"1080","NP_062016","30",17.0997691930436,24,24
"1081","NP_062016","31",15.2306130272997,24,24
"1082","NP_062016","32",16.02908442619,24,24
"1083","NP_062016","33",16.983663751549,24,24
"1084","NP_062016","34",15.0659524259341,24,24
"1085","NP_062016","35",15.6502294988341,24,24
"1086","NP_062016","36",16.0777820422244,24,24
"1087","NP_062016","37",14.9416361849456,24,24
"1088","NP_062016","38",15.4982874458709,24,24
"1089","NP_062016","39",16.5620463200491,24,24
"1090","NP_062016","40",15.3225661695201,24,24
"1091","NP_062016","41",16.0157257080642,24,24
"1092","NP_062016","42",16.9775637084634,24,24
"1093","NP_062212","1",10.5904841112524,19,19
"1094","NP_062212","2",12.1443882233503,19,19
"1095","NP_062212","3",13.2239390742157,19,19
"1096","NP_062212","4",10.8427433232586,19,19
"1097","NP_062212","5",11.8041434522999,19,19
"1098","NP_062212","6",12.4571926996473,19,19
"1099","NP_062212","7",11.2863052074287,19,19
"1100","NP_062212","8",11.8459510649437,19,19
"1101","NP_062212","9",13.0257338404659,19,19
"1102","NP_062212","10",11.3188615749646,19,19
"1103","NP_062212","11",12.5094044797859,19,19
"1104","NP_062212","12",13.275410141583,19,19
"1105","NP_062212","13",11.4347402900266,19,19
"1106","NP_062212","14",11.844828445607,19,19
"1107","NP_062212","15",12.8691721066995,19,19
"1108","NP_062212","16",11.1640949221807,19,19
"1109","NP_062212","17",12.1152310737757,19,19
"1110","NP_062212","18",12.7784940742895,19,19
"1111","NP_062212","19",11.0225021744163,19,19
"1112","NP_062212","20",11.4400411936161,19,19
"1113","NP_062212","21",12.4494252340822,19,19
"1114","NP_062212","22",11.4083884353581,19,19
"1115","NP_062212","23",12.4214731878019,19,19
"1116","NP_062212","24",13.2118780729862,19,19
"1117","NP_062212","25",10.3704429464606,19,19
"1118","NP_062212","26",12.0408576590464,19,19
"1119","NP_062212","27",12.9673689226452,19,19
"1120","NP_062212","28",12.6083426142688,19,19
"1121","NP_062212","29",13.62743034531,19,19
"1122","NP_062212","30",14.2032547051448,19,19
"1123","NP_062212","31",12.1378195588852,19,19
"1124","NP_062212","32",13.1784015573776,19,19
"1125","NP_062212","33",14.3827231655976,19,19
"1126","NP_062212","34",12.9143089953702,19,19
"1127","NP_062212","35",13.5337688264958,19,19
"1128","NP_062212","36",14.0815611079375,19,19
"1129","NP_062212","37",12.9261667809106,19,19
"1130","NP_062212","38",13.2282828653798,19,19
"1131","NP_062212","39",14.1194547548279,19,13
"1132","NP_062212","40",12.6878975233548,19,19
"1133","NP_062212","41",13.6705113595299,19,19
"1134","NP_062212","42",14.7039720634641,19,19
"1135","NP_062242","1",16.9253646836111,18,18
"1136","NP_062242","2",18.2165194074243,18,18
"1137","NP_062242","3",19.4370441291192,18,18
"1138","NP_062242","4",15.0282088655665,18,18
"1139","NP_062242","5",16.0960309973612,18,18
"1140","NP_062242","6",17.1051763270208,18,18
"1141","NP_062242","7",15.7905931106448,18,18
"1142","NP_062242","8",16.4340266671782,18,18
"1143","NP_062242","9",17.5606043543747,18,18
"1144","NP_062242","10",17.1851596869068,18,18
"1145","NP_062242","11",17.6281951814652,18,18
"1146","NP_062242","12",18.7205600324205,18,18
"1147","NP_062242","13",17.0517072674845,18,18
"1148","NP_062242","14",17.5083308984742,18,18
"1149","NP_062242","15",18.7618118474517,18,18
"1150","NP_062242","16",16.0702515074647,18,18
"1151","NP_062242","17",16.7641275258648,18,18
"1152","NP_062242","18",17.9371843746871,18,18
"1153","NP_062242","19",16.8169407808272,18,18
"1154","NP_062242","20",16.9377199396064,18,18
"1155","NP_062242","21",18.2793401969653,18,18
"1156","NP_062242","22",14.0152181861675,18,18
"1157","NP_062242","23",15.0730813668057,18,18
"1158","NP_062242","24",16.0041697469448,18,18
"1159","NP_062242","25",13.5392633718437,18,18
"1160","NP_062242","26",14.5879148805178,18,18
"1161","NP_062242","27",15.585362325614,18,18
"1162","NP_062242","28",16.0965597024896,18,18
"1163","NP_062242","29",17.1241716104664,18,18
"1164","NP_062242","30",17.8411156515518,18,18
"1165","NP_062242","31",15.7005884224232,18,18
"1166","NP_062242","32",16.5301033280032,18,18
"1167","NP_062242","33",17.7739593648263,18,18
"1168","NP_062242","34",15.5540732970206,18,18
"1169","NP_062242","35",16.0709156687852,18,18
"1170","NP_062242","36",16.634173435793,18,18
"1171","NP_062242","37",15.3887115599167,18,18
"1172","NP_062242","38",15.899031593952,18,18
"1173","NP_062242","39",17.1600455962273,18,18
"1174","NP_062242","40",15.6572559668189,18,18
"1175","NP_062242","41",16.2868794774116,18,18
"1176","NP_062242","42",17.6527209084882,18,18
"1177","NP_075213","1",15.5654174936703,17,17
"1178","NP_075213","2",16.8538277062996,17,17
"1179","NP_075213","3",18.094521814583,17,17
"1180","NP_075213","4",15.1008008249251,17,17
"1181","NP_075213","5",16.2574449108859,17,17
"1182","NP_075213","6",17.0630593788618,17,17
"1183","NP_075213","7",15.751386193501,17,17
"1184","NP_075213","8",16.5299186789383,17,17
"1185","NP_075213","9",17.3821048631762,17,17
"1186","NP_075213","10",16.4232596327523,17,17
"1187","NP_075213","11",16.9614034933088,17,17
"1188","NP_075213","12",17.738263183293,17,17
"1189","NP_075213","13",15.9452915693003,17,17
"1190","NP_075213","14",16.4559699715581,17,17
"1191","NP_075213","15",17.3638981343,17,17
"1192","NP_075213","16",15.7757834340264,17,17
